TICKET,ITEM,IDPRODUCTO,NOMPRRODUCTO,FECHAVENTA,CANTIDAD,IDTAMAÑO,DESCTAMAÑO,PRECIO,COSTOUNITARIO,DESCTIPO,IDLOCAL,NOMLOCAL,DESCTIPOLOCAL,IDCIUDAD,NOMCIUDAD,TOTALVENTA,TOTALCOSTO,AÑO,MES
60365,1,D003,MERLE POINT,28/03/2021,1,22M,22 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,03-MAR
60661,1,D003,MERLE POINT,31/03/2021,1,24N,24 NORMAL," $1,212.00 ", $442.00 ,DAMA,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,212.00 ", $442.00 ,2021,03-MAR
61045,1,D003,MERLE POINT,03/04/2021,1,22M,22 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,04-ABR
62327,1,D003,MERLE POINT,15/04/2021,1,18N,18 NORMAL," $1,212.00 ", $442.00 ,DAMA,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,04-ABR
62372,1,D003,MERLE POINT,15/04/2021,1,18M,18 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,212.00 ", $442.00 ,2021,04-ABR
62546,1,D003,MERLE POINT,16/04/2021,1,26M,26 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,04-ABR
62958,1,D003,MERLE POINT,19/04/2021,1,24M,24 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA," $1,212.00 ", $442.00 ,2021,04-ABR
63156,1,D003,MERLE POINT,20/04/2021,1,24M,24 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,04-ABR
63372,1,D003,MERLE POINT,21/04/2021,1,19M,19 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA," $1,212.00 ", $442.00 ,2021,04-ABR
63620,1,D003,MERLE POINT,23/04/2021,1,19N,19 NORMAL," $1,212.00 ", $442.00 ,DAMA,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,212.00 ", $442.00 ,2021,04-ABR
64252,1,D003,MERLE POINT,28/04/2021,1,28N,28 NORMAL," $1,212.00 ", $442.00 ,DAMA,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,04-ABR
64587,1,D003,MERLE POINT,02/05/2021,1,26M,26 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA," $1,212.00 ", $442.00 ,2021,05-MAY
64687,1,D003,MERLE POINT,03/05/2021,1,18N,18 NORMAL," $1,212.00 ", $442.00 ,DAMA,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,212.00 ", $442.00 ,2021,05-MAY
65058,1,D003,MERLE POINT,06/05/2021,1,27M,27 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,05-MAY
65148,1,D003,MERLE POINT,07/05/2021,1,22N,22 NORMAL," $1,212.00 ", $442.00 ,DAMA,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,05-MAY
65925,1,D003,MERLE POINT,15/05/2021,1,18M,18 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,05-MAY
66142,1,D003,MERLE POINT,17/05/2021,1,26N,26 NORMAL," $1,212.00 ", $442.00 ,DAMA,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,212.00 ", $442.00 ,2021,05-MAY
66488,1,D003,MERLE POINT,20/05/2021,1,19M,19 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,212.00 ", $442.00 ,2021,05-MAY
66529,1,D003,MERLE POINT,20/05/2021,1,20N,20 NORMAL," $1,212.00 ", $442.00 ,DAMA,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,05-MAY
67354,1,D003,MERLE POINT,28/05/2021,1,19N,19 NORMAL," $1,212.00 ", $442.00 ,DAMA,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,212.00 ", $442.00 ,2021,05-MAY
68137,1,D003,MERLE POINT,04/06/2021,1,25N,25 NORMAL," $1,212.00 ", $442.00 ,DAMA,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,06-JUN
69345,1,D003,MERLE POINT,13/06/2021,1,18N,18 NORMAL," $1,212.00 ", $442.00 ,DAMA,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,212.00 ", $442.00 ,2021,06-JUN
70274,1,D003,MERLE POINT,22/06/2021,1,18N,18 NORMAL," $1,212.00 ", $442.00 ,DAMA,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,212.00 ", $442.00 ,2021,06-JUN
70288,1,D003,MERLE POINT,22/06/2021,1,27M,27 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,06-JUN
70349,1,D003,MERLE POINT,23/06/2021,1,24M,24 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,212.00 ", $442.00 ,2021,06-JUN
70389,1,D003,MERLE POINT,24/06/2021,1,22M,22 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,06-JUN
70506,1,D003,MERLE POINT,24/06/2021,1,27N,27 NORMAL," $1,212.00 ", $442.00 ,DAMA,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,06-JUN
71406,1,D003,MERLE POINT,02/07/2021,1,21N,21 NORMAL," $1,212.00 ", $442.00 ,DAMA,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,07-JUL
71408,1,D003,MERLE POINT,02/07/2021,1,24N,24 NORMAL," $1,212.00 ", $442.00 ,DAMA,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,07-JUL
71488,1,D003,MERLE POINT,03/07/2021,1,25N,25 NORMAL," $1,212.00 ", $442.00 ,DAMA,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA," $1,212.00 ", $442.00 ,2021,07-JUL
71545,1,D003,MERLE POINT,03/07/2021,1,20M,20 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,07-JUL
71550,1,D003,MERLE POINT,03/07/2021,1,28N,28 NORMAL," $1,212.00 ", $442.00 ,DAMA,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA," $1,212.00 ", $442.00 ,2021,07-JUL
72213,1,D003,MERLE POINT,09/07/2021,1,18M,18 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,212.00 ", $442.00 ,2021,07-JUL
72407,1,D003,MERLE POINT,10/07/2021,1,25N,25 NORMAL," $1,212.00 ", $442.00 ,DAMA,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,212.00 ", $442.00 ,2021,07-JUL
72652,1,D003,MERLE POINT,12/07/2021,1,19N,19 NORMAL," $1,212.00 ", $442.00 ,DAMA,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,07-JUL
72684,1,D003,MERLE POINT,12/07/2021,1,23N,23 NORMAL," $1,212.00 ", $442.00 ,DAMA,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,07-JUL
73043,1,D003,MERLE POINT,14/07/2021,1,18N,18 NORMAL," $1,212.00 ", $442.00 ,DAMA,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA," $1,212.00 ", $442.00 ,2021,07-JUL
73785,1,D003,MERLE POINT,20/07/2021,1,19N,19 NORMAL," $1,212.00 ", $442.00 ,DAMA,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA," $1,212.00 ", $442.00 ,2021,07-JUL
73959,1,D003,MERLE POINT,20/07/2021,1,22M,22 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,212.00 ", $442.00 ,2021,07-JUL
73967,1,D003,MERLE POINT,20/07/2021,1,22M,22 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,07-JUL
74500,1,D003,MERLE POINT,24/07/2021,1,27M,27 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,212.00 ", $442.00 ,2021,07-JUL
74885,1,D003,MERLE POINT,27/07/2021,1,25N,25 NORMAL," $1,212.00 ", $442.00 ,DAMA,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA," $1,212.00 ", $442.00 ,2021,07-JUL
75202,1,D003,MERLE POINT,30/07/2021,1,26M,26 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,07-JUL
76406,1,D003,MERLE POINT,09/08/2021,1,23N,23 NORMAL," $1,212.00 ", $442.00 ,DAMA,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,212.00 ", $442.00 ,2021,08-AGO
76417,1,D003,MERLE POINT,10/08/2021,1,18M,18 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,08-AGO
76699,1,D003,MERLE POINT,12/08/2021,1,27N,27 NORMAL," $1,212.00 ", $442.00 ,DAMA,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,212.00 ", $442.00 ,2021,08-AGO
76994,1,D003,MERLE POINT,14/08/2021,1,22M,22 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,212.00 ", $442.00 ,2021,08-AGO
77330,1,D003,MERLE POINT,17/08/2021,1,24N,24 NORMAL," $1,212.00 ", $442.00 ,DAMA,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,08-AGO
77409,1,D003,MERLE POINT,18/08/2021,1,18N,18 NORMAL," $1,212.00 ", $442.00 ,DAMA,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,08-AGO
77763,1,D003,MERLE POINT,21/08/2021,1,23N,23 NORMAL," $1,212.00 ", $442.00 ,DAMA,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA," $1,212.00 ", $442.00 ,2021,08-AGO
78517,1,D003,MERLE POINT,27/08/2021,1,27N,27 NORMAL," $1,212.00 ", $442.00 ,DAMA,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,08-AGO
78755,1,D003,MERLE POINT,28/08/2021,1,19M,19 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,08-AGO
79064,1,D003,MERLE POINT,30/08/2021,1,22N,22 NORMAL," $1,212.00 ", $442.00 ,DAMA,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA," $1,212.00 ", $442.00 ,2021,08-AGO
79380,1,D003,MERLE POINT,02/09/2021,1,27N,27 NORMAL," $1,212.00 ", $442.00 ,DAMA,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA," $1,212.00 ", $442.00 ,2021,09-SEP
80494,1,D003,MERLE POINT,12/09/2021,1,25M,25 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA," $1,212.00 ", $442.00 ,2021,09-SEP
80692,1,D003,MERLE POINT,14/09/2021,1,25N,25 NORMAL," $1,212.00 ", $442.00 ,DAMA,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,09-SEP
80866,1,D003,MERLE POINT,16/09/2021,1,26N,26 NORMAL," $1,212.00 ", $442.00 ,DAMA,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,09-SEP
80937,1,D003,MERLE POINT,17/09/2021,1,19M,19 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,09-SEP
81418,1,D003,MERLE POINT,21/09/2021,1,24N,24 NORMAL," $1,212.00 ", $442.00 ,DAMA,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,09-SEP
82704,1,D003,MERLE POINT,02/10/2021,1,18M,18 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA," $1,212.00 ", $442.00 ,2021,10-OCT
82879,1,D003,MERLE POINT,04/10/2021,1,21M,21 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,212.00 ", $442.00 ,2021,10-OCT
83256,1,D003,MERLE POINT,07/10/2021,1,21N,21 NORMAL," $1,212.00 ", $442.00 ,DAMA,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,212.00 ", $442.00 ,2021,10-OCT
83427,1,D003,MERLE POINT,09/10/2021,1,22N,22 NORMAL," $1,212.00 ", $442.00 ,DAMA,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,212.00 ", $442.00 ,2021,10-OCT
83612,1,D003,MERLE POINT,11/10/2021,1,27N,27 NORMAL," $1,212.00 ", $442.00 ,DAMA,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,212.00 ", $442.00 ,2021,10-OCT
83677,1,D003,MERLE POINT,11/10/2021,1,26M,26 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,212.00 ", $442.00 ,2021,10-OCT
84171,1,D003,MERLE POINT,16/10/2021,1,24N,24 NORMAL," $1,212.00 ", $442.00 ,DAMA,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,212.00 ", $442.00 ,2021,10-OCT
84288,1,D003,MERLE POINT,18/10/2021,1,20N,20 NORMAL," $1,212.00 ", $442.00 ,DAMA,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,10-OCT
84670,1,D003,MERLE POINT,22/10/2021,1,19N,19 NORMAL," $1,212.00 ", $442.00 ,DAMA,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,212.00 ", $442.00 ,2021,10-OCT
84697,1,D003,MERLE POINT,22/10/2021,1,21M,21 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,10-OCT
85089,1,D003,MERLE POINT,27/10/2021,1,24N,24 NORMAL," $1,212.00 ", $442.00 ,DAMA,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA," $1,212.00 ", $442.00 ,2021,10-OCT
85121,1,D003,MERLE POINT,28/10/2021,1,26N,26 NORMAL," $1,212.00 ", $442.00 ,DAMA,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,10-OCT
85293,1,D003,MERLE POINT,30/10/2021,1,22N,22 NORMAL," $1,212.00 ", $442.00 ,DAMA,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,212.00 ", $442.00 ,2021,10-OCT
87138,1,D003,MERLE POINT,18/11/2021,1,24M,24 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,11-NOV
87310,1,D003,MERLE POINT,20/11/2021,1,20M,20 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,212.00 ", $442.00 ,2021,11-NOV
87500,1,D003,MERLE POINT,21/11/2021,1,25N,25 NORMAL," $1,212.00 ", $442.00 ,DAMA,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA," $1,212.00 ", $442.00 ,2021,11-NOV
88352,1,D003,MERLE POINT,28/11/2021,1,21M,21 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,11-NOV
88367,1,D003,MERLE POINT,28/11/2021,1,23M,23 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,212.00 ", $442.00 ,2021,11-NOV
88588,1,D003,MERLE POINT,30/11/2021,1,27M,27 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,11-NOV
88662,1,D003,MERLE POINT,01/12/2021,1,18N,18 NORMAL," $1,212.00 ", $442.00 ,DAMA,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,212.00 ", $442.00 ,2021,12-DIC
89157,1,D003,MERLE POINT,05/12/2021,1,20N,20 NORMAL," $1,212.00 ", $442.00 ,DAMA,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,12-DIC
89219,2,D003,MERLE POINT,06/12/2021,1,22N,22 NORMAL," $1,212.00 ", $442.00 ,DAMA,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,212.00 ", $442.00 ,2021,12-DIC
96224,1,D003,MERLE POINT,18/12/2021,1,19N,19 NORMAL," $1,212.00 ", $442.00 ,DAMA,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA," $1,212.00 ", $442.00 ,2021,12-DIC
96898,1,D003,MERLE POINT,21/12/2021,1,23N,23 NORMAL," $1,212.00 ", $442.00 ,DAMA,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,212.00 ", $442.00 ,2021,12-DIC
90737,1,D003,MERLE POINT,21/12/2021,1,23N,23 NORMAL," $1,212.00 ", $442.00 ,DAMA,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA," $1,212.00 ", $442.00 ,2021,12-DIC
95383,1,D003,MERLE POINT,30/12/2021,1,27M,27 Y MEDIO," $1,212.00 ", $442.00 ,DAMA,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,212.00 ", $442.00 ,2021,12-DIC
10620,1,D004,PANAMA,07/01/2020,1,26M,26 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,448.00 ", $421.00 ,2020,01-ENE
11356,1,D004,PANAMA,14/01/2020,1,25M,25 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2020,01-ENE
11966,1,D004,PANAMA,21/01/2020,2,19M,19 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA," $2,896.00 ", $842.00 ,2020,01-ENE
13875,1,D004,PANAMA,08/02/2020,1,23M,23 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA," $1,448.00 ", $421.00 ,2020,02-FEB
14270,1,D004,PANAMA,13/02/2020,1,26N,26 NORMAL," $1,448.00 ", $421.00 ,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,448.00 ", $421.00 ,2020,02-FEB
14311,1,D004,PANAMA,14/02/2020,1,22M,22 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,448.00 ", $421.00 ,2020,02-FEB
14570,1,D004,PANAMA,15/02/2020,1,23N,23 NORMAL," $1,448.00 ", $421.00 ,DAMA,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2020,02-FEB
15018,1,D004,PANAMA,20/02/2020,1,21M,21 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,448.00 ", $421.00 ,2020,02-FEB
15427,1,D004,PANAMA,23/02/2020,1,23N,23 NORMAL," $1,448.00 ", $421.00 ,DAMA,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2020,02-FEB
15627,1,D004,PANAMA,25/02/2020,1,19N,19 NORMAL," $1,448.00 ", $421.00 ,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2020,02-FEB
16167,1,D004,PANAMA,01/03/2020,1,19N,19 NORMAL," $1,448.00 ", $421.00 ,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2020,03-MAR
16638,1,D004,PANAMA,04/03/2020,1,23M,23 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA," $1,448.00 ", $421.00 ,2020,03-MAR
16851,1,D004,PANAMA,06/03/2020,1,25M,25 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,448.00 ", $421.00 ,2020,03-MAR
18647,1,D004,PANAMA,19/03/2020,1,21N,21 NORMAL," $1,448.00 ", $421.00 ,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,448.00 ", $421.00 ,2020,03-MAR
18733,1,D004,PANAMA,19/03/2020,1,24M,24 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2020,03-MAR
20012,1,D004,PANAMA,01/04/2020,1,23M,23 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,448.00 ", $421.00 ,2020,04-ABR
20014,1,D004,PANAMA,02/04/2020,1,26N,26 NORMAL," $1,448.00 ", $421.00 ,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA," $1,448.00 ", $421.00 ,2020,04-ABR
21081,1,D004,PANAMA,12/04/2020,1,26M,26 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,448.00 ", $421.00 ,2020,04-ABR
22139,1,D004,PANAMA,23/04/2020,1,19M,19 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2020,04-ABR
23320,1,D004,PANAMA,06/05/2020,1,26N,26 NORMAL," $1,448.00 ", $421.00 ,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2020,05-MAY
23452,1,D004,PANAMA,07/05/2020,1,19N,19 NORMAL," $1,448.00 ", $421.00 ,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2020,05-MAY
24543,1,D004,PANAMA,18/05/2020,1,18N,18 NORMAL," $1,448.00 ", $421.00 ,DAMA,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2020,05-MAY
25609,1,D004,PANAMA,30/05/2020,1,22N,22 NORMAL," $1,448.00 ", $421.00 ,DAMA,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2020,05-MAY
26589,1,D004,PANAMA,06/06/2020,1,20M,20 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,448.00 ", $421.00 ,2020,06-JUN
27983,1,D004,PANAMA,19/06/2020,1,20M,20 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA," $1,448.00 ", $421.00 ,2020,06-JUN
28167,1,D004,PANAMA,21/06/2020,1,18N,18 NORMAL," $1,448.00 ", $421.00 ,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,448.00 ", $421.00 ,2020,06-JUN
28622,2,D004,PANAMA,24/06/2020,1,24N,24 NORMAL," $1,448.00 ", $421.00 ,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA," $1,448.00 ", $421.00 ,2020,06-JUN
28792,1,D004,PANAMA,27/06/2020,1,20N,20 NORMAL," $1,448.00 ", $421.00 ,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,448.00 ", $421.00 ,2020,06-JUN
29206,1,D004,PANAMA,30/06/2020,1,25M,25 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,448.00 ", $421.00 ,2020,06-JUN
31076,1,D004,PANAMA,20/07/2020,1,20N,20 NORMAL," $1,448.00 ", $421.00 ,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,448.00 ", $421.00 ,2020,07-JUL
32052,1,D004,PANAMA,01/08/2020,1,23N,23 NORMAL," $1,448.00 ", $421.00 ,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA," $1,448.00 ", $421.00 ,2020,08-AGO
32245,1,D004,PANAMA,02/08/2020,1,22N,22 NORMAL," $1,448.00 ", $421.00 ,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2020,08-AGO
