ticket,fecha_venta,id_local,local,tipo_local,id_ciudad,ciudad,estado,pais,venta_ticket,item,id_estilo,id_medida,cantidad,estilo,medida,precio_lista,precio_venta,venta_item,costo_unitario,costo_venta,utilidad,id_tipo_calzado,tipo_calzado
58346,09/03/2021,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,4956.00,1,D006,27N,4,COLORFUL SPRING,27 NORMAL,1333.00,1239.00,4956.00,380.00,1520.00,3436.00, D ,DAMA
58361,09/03/2021,13,ANDARES,PREMIUM,GDL,GUADALAJARA,JALISCO,MÉXICO,2102.00,1,C002,22N,1,CONFORT MILAN,22 NORMAL,2102.00,2102.00,2102.00,420.00,420.00,1682.00, C ,CABALLERO
58380,09/03/2021,3,ESFERA,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,2102.00,1,C002,25N,1,CONFORT MILAN,25 NORMAL,2102.00,2102.00,2102.00,420.00,420.00,1682.00, C ,CABALLERO
58383,09/03/2021,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1591.00,1,D004,18N,1,PANAMA,18 NORMAL,1591.00,1591.00,1591.00,421.00,421.00,1170.00, D ,DAMA
58402,10/03/2021,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1212.00,1,D003,27M,1,MERLE POINT,27 Y MEDIO,1212.00,1212.00,1212.00,442.00,442.00,770.00, D ,DAMA
58407,10/03/2021,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1240.00,1,D006,25N,1,COLORFUL SPRING,25 NORMAL,1240.00,1240.00,1240.00,380.00,380.00,860.00, D ,DAMA
58408,10/03/2021,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1738.00,1,S003,24M,1,ULTRA-ALIVE,24 Y MEDIO,1738.00,1738.00,1738.00,388.00,388.00,1350.00, S ,DEPORTIVO
58416,10/03/2021,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,801.00,1,U001,26N,1,RELAX UNIVERSE,26 NORMAL,801.00,801.00,801.00,424.00,424.00,377.00, U ,UNISEX
58445,10/03/2021,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1678.00,1,D002,26N,1,TANGERINE,26 NORMAL,1678.00,1678.00,1678.00,386.00,386.00,1292.00, D ,DAMA
58454,10/03/2021,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1361.00,1,D001,22N,1,SPLEND MARNA,22 NORMAL,1361.00,1361.00,1361.00,397.00,397.00,964.00, D ,DAMA
58455,10/03/2021,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1239.00,1,D006,21M,1,COLORFUL SPRING,21 Y MEDIO,1333.00,1239.00,1239.00,380.00,380.00,859.00, D ,DAMA
58458,10/03/2021,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,PUEBLA,MÉXICO,1196.00,1,D001,24N,1,SPLEND MARNA,24 NORMAL,1196.00,1196.00,1196.00,397.00,397.00,799.00, D ,DAMA
58466,10/03/2021,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1212.00,1,D003,19M,1,MERLE POINT,19 Y MEDIO,1212.00,1212.00,1212.00,442.00,442.00,770.00, D ,DAMA
58469,10/03/2021,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,PUEBLA,MÉXICO,1583.00,1,S002,27N,1,CITUAN,27 NORMAL,1583.00,1583.00,1583.00,394.00,394.00,1189.00, S ,DEPORTIVO
58473,10/03/2021,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1064.00,1,D007,23M,1,REFLEXION EDGE,23 Y MEDIO,1064.00,1064.00,1064.00,387.00,387.00,677.00, D ,DAMA
58475,10/03/2021,2,CITADEL,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,2484.00,1,D001,26N,1,SPLEND MARNA,26 NORMAL,1272.00,1272.00,1272.00,397.00,397.00,875.00, D ,DAMA
58475,10/03/2021,2,CITADEL,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,2484.00,2,D003,19M,1,MERLE POINT,19 Y MEDIO,1212.00,1212.00,1212.00,442.00,442.00,770.00, D ,DAMA
58506,11/03/2021,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1333.00,1,D006,19N,1,COLORFUL SPRING,19 NORMAL,1333.00,1333.00,1333.00,380.00,380.00,953.00, D ,DAMA
58514,11/03/2021,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1048.00,1,C004,21M,1,MIRIDIA,21 Y MEDIO,1048.00,1048.00,1048.00,392.00,392.00,656.00, C ,CABALLERO
58527,11/03/2021,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1844.00,1,C002,28M,1,CONFORT MILAN,28 Y MEDIO,1844.00,1844.00,1844.00,420.00,420.00,1424.00, C ,CABALLERO
58532,11/03/2021,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1681.00,1,C003,25M,1,CONFORT NEW YORK,25 Y MEDIO,1681.00,1681.00,1681.00,396.00,396.00,1285.00, C ,CABALLERO
58534,11/03/2021,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1844.00,1,C002,27N,1,CONFORT MILAN,27 NORMAL,1844.00,1844.00,1844.00,420.00,420.00,1424.00, C ,CABALLERO
58542,11/03/2021,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1865.00,1,D005,21M,1,SERENA STORM,21 Y MEDIO,1865.00,1865.00,1865.00,459.00,459.00,1406.00, D ,DAMA
58545,11/03/2021,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA,JALISCO,MÉXICO,947.00,1,D007,25M,1,REFLEXION EDGE,25 Y MEDIO,947.00,947.00,947.00,387.00,387.00,560.00, D ,DAMA
58556,11/03/2021,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA,PUEBLA,MÉXICO,1064.00,1,D007,27N,1,REFLEXION EDGE,27 NORMAL,1064.00,1064.00,1064.00,387.00,387.00,677.00, D ,DAMA
58585,11/03/2021,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1865.00,1,D005,22N,1,SERENA STORM,22 NORMAL,1865.00,1865.00,1865.00,459.00,459.00,1406.00, D ,DAMA
58587,11/03/2021,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,1357.00,1,D003,21M,1,MERLE POINT,21 Y MEDIO,1357.00,1357.00,1357.00,442.00,442.00,915.00, D ,DAMA
58591,11/03/2021,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,2033.00,1,D005,21N,1,SERENA STORM,21 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
58620,11/03/2021,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,941.00,1,U002,21M,1,MINIMAL ECHO,21 Y MEDIO,941.00,941.00,941.00,460.00,460.00,481.00, U ,UNISEX
58622,12/03/2021,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,PUEBLA,MÉXICO,1524.00,1,S001,29N,1,RAPTOR,29 NORMAL,1524.00,1524.00,1524.00,434.00,434.00,1090.00, S ,DEPORTIVO
58627,12/03/2021,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,900.00,1,U001,18M,1,RELAX UNIVERSE,18 Y MEDIO,900.00,900.00,900.00,424.00,424.00,476.00, U ,UNISEX
58659,12/03/2021,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA,PUEBLA,MÉXICO,1862.00,1,S002,22M,1,CITUAN,22 Y MEDIO,1862.00,1862.00,1862.00,394.00,394.00,1468.00, S ,DEPORTIVO
58662,12/03/2021,13,ANDARES,PREMIUM,GDL,GUADALAJARA,JALISCO,MÉXICO,1026.00,1,U001,21M,1,RELAX UNIVERSE,21 Y MEDIO,1026.00,1026.00,1026.00,424.00,424.00,602.00, U ,UNISEX
58670,12/03/2021,13,ANDARES,PREMIUM,GDL,GUADALAJARA,JALISCO,MÉXICO,3078.00,1,U001,20N,3,RELAX UNIVERSE,20 NORMAL,1026.00,1026.00,3078.00,424.00,1272.00,1806.00, U ,UNISEX
58689,12/03/2021,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1529.00,1,S003,23N,1,ULTRA-ALIVE,23 NORMAL,1529.00,1529.00,1529.00,388.00,388.00,1141.00, S ,DEPORTIVO
58699,12/03/2021,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,1026.00,1,U001,21M,1,RELAX UNIVERSE,21 Y MEDIO,1026.00,1026.00,1026.00,424.00,424.00,602.00, U ,UNISEX
58709,12/03/2021,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA,PUEBLA,MÉXICO,1862.00,1,S002,18M,1,CITUAN,18 Y MEDIO,1862.00,1862.00,1862.00,394.00,394.00,1468.00, S ,DEPORTIVO
58722,12/03/2021,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,PUEBLA,MÉXICO,1328.00,1,D002,19M,1,TANGERINE,19 Y MEDIO,1328.00,1328.00,1328.00,386.00,386.00,942.00, D ,DAMA
58729,12/03/2021,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1507.00,1,C001,29N,1,COMFORT VERONA,29 NORMAL,1507.00,1507.00,1507.00,393.00,393.00,1114.00, C ,CABALLERO
58730,12/03/2021,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1069.00,1,U002,29M,1,MINIMAL ECHO,29 Y MEDIO,1069.00,1069.00,1069.00,460.00,460.00,609.00, U ,UNISEX
58733,12/03/2021,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1511.00,1,D004,22M,1,PANAMA,22 Y MEDIO,1591.00,1511.00,1511.00,421.00,421.00,1090.00, D ,DAMA
58772,12/03/2021,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,1153.00,1,C004,20M,1,MIRIDIA,20 Y MEDIO,1153.00,1153.00,1153.00,392.00,392.00,761.00, C ,CABALLERO
58774,12/03/2021,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1660.00,1,C002,24M,1,CONFORT MILAN,24 Y MEDIO,1660.00,1660.00,1660.00,420.00,420.00,1240.00, C ,CABALLERO
58777,12/03/2021,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1221.00,1,D001,25M,1,SPLEND MARNA,25 Y MEDIO,1272.00,1221.00,1221.00,397.00,397.00,824.00, D ,DAMA
58780,12/03/2021,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1621.00,1,S001,28M,1,RAPTOR,28 Y MEDIO,1621.00,1621.00,1621.00,434.00,434.00,1187.00, S ,DEPORTIVO
58782,13/03/2021,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1069.00,1,U002,27N,1,MINIMAL ECHO,27 NORMAL,1069.00,1069.00,1069.00,460.00,460.00,609.00, U ,UNISEX
58789,13/03/2021,2,CITADEL,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1738.00,1,S003,21N,1,ULTRA-ALIVE,21 NORMAL,1738.00,1738.00,1738.00,388.00,388.00,1350.00, S ,DEPORTIVO
58793,13/03/2021,13,ANDARES,PREMIUM,GDL,GUADALAJARA,JALISCO,MÉXICO,1361.00,1,D001,18N,1,SPLEND MARNA,18 NORMAL,1361.00,1361.00,1361.00,397.00,397.00,964.00, D ,DAMA
58794,13/03/2021,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1621.00,1,S001,19M,1,RAPTOR,19 Y MEDIO,1621.00,1621.00,1621.00,434.00,434.00,1187.00, S ,DEPORTIVO
58813,13/03/2021,2,CITADEL,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1734.00,1,D005,19M,1,SERENA STORM,19 Y MEDIO,1865.00,1734.00,1734.00,459.00,459.00,1275.00, D ,DAMA
58819,13/03/2021,13,ANDARES,PREMIUM,GDL,GUADALAJARA,JALISCO,MÉXICO,1866.00,1,C003,18N,1,CONFORT NEW YORK,18 NORMAL,1866.00,1866.00,1866.00,396.00,396.00,1470.00, C ,CABALLERO
58838,13/03/2021,2,CITADEL,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1048.00,1,C004,26N,1,MIRIDIA,26 NORMAL,1048.00,1048.00,1048.00,392.00,392.00,656.00, C ,CABALLERO
58839,13/03/2021,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1196.00,1,D001,20M,1,SPLEND MARNA,20 Y MEDIO,1196.00,1196.00,1196.00,397.00,397.00,799.00, D ,DAMA
58840,13/03/2021,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,PUEBLA,MÉXICO,1054.00,1,D003,26N,1,MERLE POINT,26 NORMAL,1054.00,1054.00,1054.00,442.00,442.00,612.00, D ,DAMA
58841,14/03/2021,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1272.00,1,D001,21M,1,SPLEND MARNA,21 Y MEDIO,1272.00,1272.00,1272.00,397.00,397.00,875.00, D ,DAMA
58847,14/03/2021,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1660.00,1,C002,27M,1,CONFORT MILAN,27 Y MEDIO,1660.00,1660.00,1660.00,420.00,420.00,1240.00, C ,CABALLERO
58857,14/03/2021,2,CITADEL,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1507.00,1,C001,24M,1,COMFORT VERONA,24 Y MEDIO,1507.00,1507.00,1507.00,393.00,393.00,1114.00, C ,CABALLERO
58873,14/03/2021,2,CITADEL,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1621.00,1,S001,26M,1,RAPTOR,26 Y MEDIO,1621.00,1621.00,1621.00,434.00,434.00,1187.00, S ,DEPORTIVO
58874,14/03/2021,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1844.00,1,C002,25M,1,CONFORT MILAN,25 Y MEDIO,1844.00,1844.00,1844.00,420.00,420.00,1424.00, C ,CABALLERO
58879,14/03/2021,2,CITADEL,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1621.00,1,S001,18M,1,RAPTOR,18 Y MEDIO,1621.00,1621.00,1621.00,434.00,434.00,1187.00, S ,DEPORTIVO
58936,14/03/2021,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1529.00,1,S003,28N,1,ULTRA-ALIVE,28 NORMAL,1529.00,1529.00,1529.00,388.00,388.00,1141.00, S ,DEPORTIVO
58937,14/03/2021,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,3732.00,1,C003,22N,2,CONFORT NEW YORK,22 NORMAL,1866.00,1866.00,3732.00,396.00,792.00,2940.00, C ,CABALLERO
58940,14/03/2021,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1507.00,1,C001,28M,1,COMFORT VERONA,28 Y MEDIO,1507.00,1507.00,1507.00,393.00,393.00,1114.00, C ,CABALLERO
58941,14/03/2021,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,947.00,1,D007,24M,1,REFLEXION EDGE,24 Y MEDIO,947.00,947.00,947.00,387.00,387.00,560.00, D ,DAMA
58943,14/03/2021,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1681.00,1,C003,21M,1,CONFORT NEW YORK,21 Y MEDIO,1681.00,1681.00,1681.00,396.00,396.00,1285.00, C ,CABALLERO
58956,14/03/2021,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,3014.00,1,C001,18M,2,COMFORT VERONA,18 Y MEDIO,1507.00,1507.00,3014.00,393.00,786.00,2228.00, C ,CABALLERO
58967,14/03/2021,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,5586.00,1,S002,23M,3,CITUAN,23 Y MEDIO,1862.00,1862.00,5586.00,394.00,1182.00,4404.00, S ,DEPORTIVO
58970,14/03/2021,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,2102.00,1,C002,27M,1,CONFORT MILAN,27 Y MEDIO,2102.00,2102.00,2102.00,420.00,420.00,1682.00, C ,CABALLERO
58995,14/03/2021,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1459.00,1,D002,22M,1,TANGERINE,22 Y MEDIO,1459.00,1459.00,1459.00,386.00,386.00,1073.00, D ,DAMA
59012,15/03/2021,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1844.00,1,C002,30N,1,CONFORT MILAN,30 NORMAL,1844.00,1844.00,1844.00,420.00,420.00,1424.00, C ,CABALLERO
59024,15/03/2021,2,CITADEL,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1621.00,1,S001,20N,1,RAPTOR,20 NORMAL,1621.00,1621.00,1621.00,434.00,434.00,1187.00, S ,DEPORTIVO
59032,15/03/2021,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1830.00,1,D004,20N,1,PANAMA,20 NORMAL,1830.00,1830.00,1830.00,421.00,421.00,1409.00, D ,DAMA
59040,15/03/2021,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1333.00,1,D006,21M,1,COLORFUL SPRING,21 Y MEDIO,1333.00,1333.00,1333.00,380.00,380.00,953.00, D ,DAMA
59042,15/03/2021,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,2033.00,1,D005,20N,1,SERENA STORM,20 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
59048,15/03/2021,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,6364.00,1,D004,24N,4,PANAMA,24 NORMAL,1591.00,1591.00,6364.00,421.00,1684.00,4680.00, D ,DAMA
59056,15/03/2021,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1026.00,1,U001,18M,1,RELAX UNIVERSE,18 Y MEDIO,1026.00,1026.00,1026.00,424.00,424.00,602.00, U ,UNISEX
59068,15/03/2021,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,2288.00,1,U002,19N,2,MINIMAL ECHO,19 NORMAL,1144.00,1144.00,2288.00,460.00,920.00,1368.00, U ,UNISEX
59074,15/03/2021,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1333.00,1,D006,19N,1,COLORFUL SPRING,19 NORMAL,1333.00,1333.00,1333.00,380.00,380.00,953.00, D ,DAMA
59083,15/03/2021,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,4097.00,3,D003,18M,1,MERLE POINT,18 Y MEDIO,1054.00,1054.00,1054.00,442.00,442.00,612.00, D ,DAMA
59083,15/03/2021,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,4097.00,2,S001,22M,1,RAPTOR,22 Y MEDIO,1524.00,1524.00,1524.00,434.00,434.00,1090.00, S ,DEPORTIVO
59083,15/03/2021,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,4097.00,1,S002,26M,1,CITUAN,26 Y MEDIO,1583.00,1519.00,1519.00,394.00,394.00,1125.00, S ,DEPORTIVO
59114,15/03/2021,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,3432.00,1,U002,25N,3,MINIMAL ECHO,25 NORMAL,1144.00,1144.00,3432.00,460.00,1380.00,2052.00, U ,UNISEX
59118,15/03/2021,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1830.00,1,D004,22M,1,PANAMA,22 Y MEDIO,1830.00,1830.00,1830.00,421.00,421.00,1409.00, D ,DAMA
59127,15/03/2021,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1333.00,1,D006,22M,1,COLORFUL SPRING,22 Y MEDIO,1333.00,1333.00,1333.00,380.00,380.00,953.00, D ,DAMA
59132,16/03/2021,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1069.00,1,U002,19M,1,MINIMAL ECHO,19 Y MEDIO,1069.00,1069.00,1069.00,460.00,460.00,609.00, U ,UNISEX
59138,16/03/2021,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,2030.00,1,S002,21M,1,CITUAN,21 Y MEDIO,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
59142,16/03/2021,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1054.00,1,D003,23M,1,MERLE POINT,23 Y MEDIO,1054.00,1054.00,1054.00,442.00,442.00,612.00, D ,DAMA
59164,17/03/2021,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1179.00,1,C001,24M,1,COMFORT VERONA,24 Y MEDIO,1311.00,1179.00,1179.00,393.00,393.00,786.00, C ,CABALLERO
59169,17/03/2021,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1069.00,1,U002,22M,1,MINIMAL ECHO,22 Y MEDIO,1069.00,1069.00,1069.00,460.00,460.00,609.00, U ,UNISEX
59175,17/03/2021,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1440.00,1,D006,20N,1,COLORFUL SPRING,20 NORMAL,1440.00,1440.00,1440.00,380.00,380.00,1060.00, D ,DAMA
59196,17/03/2021,3,ESFERA,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1440.00,1,D006,25M,1,COLORFUL SPRING,25 Y MEDIO,1440.00,1440.00,1440.00,380.00,380.00,1060.00, D ,DAMA
59197,17/03/2021,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA,PUEBLA,MÉXICO,7376.00,1,C002,24N,4,CONFORT MILAN,24 NORMAL,1844.00,1844.00,7376.00,420.00,1680.00,5696.00, C ,CABALLERO
59201,17/03/2021,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1660.00,1,C002,27N,1,CONFORT MILAN,27 NORMAL,1660.00,1660.00,1660.00,420.00,420.00,1240.00, C ,CABALLERO
59211,17/03/2021,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,3984.00,1,D002,22N,3,TANGERINE,22 NORMAL,1328.00,1328.00,3984.00,386.00,1158.00,2826.00, D ,DAMA
59227,17/03/2021,13,ANDARES,PREMIUM,GDL,GUADALAJARA,JALISCO,MÉXICO,943.00,1,U001,25N,1,RELAX UNIVERSE,25 NORMAL,1026.00,943.00,943.00,424.00,424.00,519.00, U ,UNISEX
59230,17/03/2021,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1681.00,1,C003,23N,1,CONFORT NEW YORK,23 NORMAL,1681.00,1681.00,1681.00,396.00,396.00,1285.00, C ,CABALLERO
59239,17/03/2021,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1738.00,1,S003,19M,1,ULTRA-ALIVE,19 Y MEDIO,1738.00,1738.00,1738.00,388.00,388.00,1350.00, S ,DEPORTIVO
59247,17/03/2021,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1738.00,1,S003,19M,1,ULTRA-ALIVE,19 Y MEDIO,1738.00,1738.00,1738.00,388.00,388.00,1350.00, S ,DEPORTIVO
59259,17/03/2021,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1357.00,1,D003,26M,1,MERLE POINT,26 Y MEDIO,1357.00,1357.00,1357.00,442.00,442.00,915.00, D ,DAMA
59270,17/03/2021,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1459.00,1,D002,21M,1,TANGERINE,21 Y MEDIO,1459.00,1459.00,1459.00,386.00,386.00,1073.00, D ,DAMA
59274,18/03/2021,2,CITADEL,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,900.00,1,U001,22N,1,RELAX UNIVERSE,22 NORMAL,900.00,900.00,900.00,424.00,424.00,476.00, U ,UNISEX
59279,18/03/2021,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1738.00,1,S003,18N,1,ULTRA-ALIVE,18 NORMAL,1738.00,1738.00,1738.00,388.00,388.00,1350.00, S ,DEPORTIVO
59297,18/03/2021,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1583.00,1,S002,27M,1,CITUAN,27 Y MEDIO,1583.00,1583.00,1583.00,394.00,394.00,1189.00, S ,DEPORTIVO
59300,18/03/2021,2,CITADEL,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1212.00,1,D003,24M,1,MERLE POINT,24 Y MEDIO,1212.00,1212.00,1212.00,442.00,442.00,770.00, D ,DAMA
59302,18/03/2021,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,900.00,1,U001,27M,1,RELAX UNIVERSE,27 Y MEDIO,900.00,900.00,900.00,424.00,424.00,476.00, U ,UNISEX
